basic_gt,basic_pred,sub_gt,sub_pred,fine_gt,fine_pred
14,14,41,41,69,68
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,41,69,68
14,14,41,40,69,65
14,14,41,41,69,69
14,14,41,42,69,70
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,41,69,69
14,8,42,42,70,70
14,14,42,41,70,70
14,7,42,42,70,70
14,14,42,42,70,70
14,14,42,41,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,41,70,79
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,41,70,68
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
14,14,42,42,70,70
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,22,43,44,71,72
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
15,15,43,43,71,71
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,53,73,82
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
21,21,45,45,73,73
22,22,44,44,72,72
22,11,44,28,72,52
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,45,72,72
22,22,44,44,72,72
22,6,44,11,72,61
22,22,44,44,72,72
22,22,44,45,72,73
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,20,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
22,22,44,44,72,72
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,78
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,10,46,46,74,74
10,5,46,46,74,74
10,10,46,46,74,74
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,28,47,14,75,22
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,29,47,47,75,99
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
10,10,47,47,75,75
17,17,48,48,76,76
17,17,48,48,76,76
17,22,48,59,76,58
17,0,48,9,76,52
17,17,48,50,76,78
17,17,48,48,76,76
17,17,48,48,76,78
17,17,48,48,76,76
17,4,48,14,76,22
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,14,48,41,76,69
17,22,48,33,76,58
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,78
17,17,48,48,76,78
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,48,48,76,76
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,11,49,28,77,53
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,4,49,13,77,15
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,4,49,20,77,42
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,49,49,77,77
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,14,50,40,78,66
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,48,78,76
17,17,50,50,78,78
17,17,50,48,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,76
17,17,50,50,78,78
17,17,50,50,78,76
17,17,50,50,78,78
17,17,50,50,78,66
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,76
17,17,50,48,78,76
17,0,50,2,78,78
17,17,50,50,78,78
17,17,50,50,78,78
17,17,50,50,78,78
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,7,51,27,79,50
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,7,51,27,79,50
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,50
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
5,5,51,51,79,79
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,81
18,18,52,52,80,81
18,13,52,21,80,43
18,18,52,52,80,81
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,81
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,81
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,81
18,18,52,52,80,80
18,18,52,52,80,81
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,81
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,80
18,18,52,52,80,81
18,8,52,63,81,77
18,18,52,52,81,80
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,80
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,80
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,14,52,42,81,70
18,18,52,52,81,80
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
18,18,52,52,81,81
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,15,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,9,82,58
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,6,53,53,82,82
6,0,53,36,82,82
6,6,53,53,82,82
6,6,53,53,82,82
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,20,83,42
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
19,19,54,54,83,83
20,20,56,56,85,85
20,22,56,57,85,86
20,20,56,56,85,85
20,20,56,56,85,85
20,0,56,56,85,1
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,85
20,0,56,0,85,54
20,20,56,56,85,85
20,20,56,29,85,54
20,8,56,23,85,45
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,85
20,4,56,57,85,86
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,86
20,20,56,56,85,54
20,20,56,56,85,85
20,20,56,56,85,85
20,20,56,56,85,85
20,4,56,56,85,85
20,22,56,56,85,85
20,4,56,57,85,86
22,22,57,57,86,86
22,4,57,18,86,38
22,22,57,57,86,86
22,22,57,29,86,54
22,22,57,29,86,86
22,22,57,57,86,86
22,22,57,57,86,86
22,22,57,57,86,86
22,22,57,57,86,86
22,22,57,57,86,98
22,22,57,29,86,86
22,22,57,57,86,86
22,22,57,57,86,54
22,22,57,29,86,54
22,22,57,57,86,86
22,22,57,57,86,86
22,22,57,57,86,86
22,22,57,57,86,86
22,22,57,56,86,86
22,0,57,57,86,86
22,22,57,57,86,54
22,22,57,57,86,86
22,22,57,29,86,86
22,22,57,57,86,86
22,22,57,57,86,86
22,22,57,57,86,86
22,22,57,29,86,54
22,22,57,57,86,86
22,22,57,57,86,86
22,22,57,57,86,86
22,22,57,29,86,54
22,22,57,57,86,86
22,4,57,16,86,31
22,22,58,58,87,88
22,22,58,59,87,89
22,22,58,58,87,89
22,22,58,58,87,88
22,22,58,58,87,87
22,22,58,58,87,88
22,22,58,58,87,88
22,22,58,58,87,89
22,22,58,58,87,89
22,22,58,58,87,87
22,22,58,59,87,87
22,22,58,58,87,88
22,22,58,58,87,88
22,4,58,13,87,21
22,22,58,59,87,89
22,22,58,58,87,88
22,22,58,58,87,87
22,22,58,58,87,89
22,22,58,59,87,89
22,22,58,58,87,88
22,22,58,59,87,87
22,22,58,58,87,87
22,22,58,58,87,88
22,22,58,33,87,58
22,22,58,59,87,87
22,22,58,58,87,88
22,22,58,58,87,58
22,22,58,33,87,87
22,22,58,58,87,87
22,4,58,14,87,22
22,22,58,58,87,87
22,22,58,14,87,58
22,17,58,48,87,76
22,22,58,58,87,87
22,22,58,59,88,88
22,4,58,13,88,21
22,22,58,58,88,89
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,87
22,22,58,58,88,58
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,89
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,58,88,88
22,29,58,69,88,58
22,22,58,59,88,89
22,22,58,33,88,58
22,22,58,58,88,88
22,22,58,58,88,21
22,22,58,59,88,89
22,4,58,13,88,21
22,22,58,58,88,88
22,22,58,58,88,88
22,22,58,59,88,89
22,22,59,58,89,87
22,4,59,33,89,58
22,22,59,59,89,89
22,22,59,59,89,89
22,22,59,58,89,88
22,22,59,59,89,89
22,22,59,59,89,89
22,22,59,58,89,87
22,4,59,58,89,21
22,22,59,59,89,89
22,22,59,59,89,89
22,4,59,13,89,22
22,22,59,59,89,89
22,22,59,58,89,87
22,22,59,13,89,21
22,22,59,58,89,88
22,22,59,58,89,88
22,22,59,58,89,87
22,22,59,59,89,89
22,4,59,13,89,21
22,22,59,58,89,87
22,22,59,59,89,89
22,22,59,58,89,88
22,22,59,59,89,87
22,22,59,59,89,89
22,22,59,59,89,89
22,22,59,59,89,87
22,4,59,13,89,21
22,22,59,59,89,89
22,22,59,59,89,89
22,22,59,59,89,89
22,22,59,58,89,87
22,22,59,59,89,89
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,14,60,39,90,64
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,3,60,55,90,84
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,26,60,62,90,92
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
16,16,60,60,90,90
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,9,55,65,84,95
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
3,3,55,55,84,84
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,4,61,17,91,35
24,24,61,61,91,91
24,24,61,61,91,91
24,13,61,32,91,54
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,8,61,22,91,44
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
24,24,61,61,91,91
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,22,95,44
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
9,9,65,65,95,95
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,93
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,62,62,92,92
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,39,93,64
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,62,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,3,63,55,93,84
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,93
26,26,63,63,93,92
26,26,63,63,93,93
26,26,63,63,93,93
27,27,64,64,94,94
27,11,64,35,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,13,64,66,94,54
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
27,27,64,64,94,94
23,23,66,66,96,96
23,23,66,66,96,96
23,11,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,6,66,53,96,82
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
23,23,66,66,96,96
28,28,67,67,97,69
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,0,67,54,97,58
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,14,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,97
28,28,67,67,97,58
28,28,67,67,97,97
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,17,68,50,98,78
28,28,68,68,98,98
28,28,68,68,98,98
28,4,68,14,98,22
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,22,68,59,98,87
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,28,68,68,98,98
28,7,68,27,98,50
28,28,68,68,98,98
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,29,69,69,99,99
29,7,69,58,99,88
29,4,69,14,99,22
29,29,69,69,99,99
2
9
9
9
